"CR","HD","HP","INIT","NAME","URL"
"8","10d8+50","95","+2","Scorpion, Deadfall","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/scorpion/scorpion-deadfall"
"1","3d8+3","16","+0","Scorpion, Cave","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/scorpion/scorpion-cave"
"15","24d8+120","228","+0","Scorpion, Black","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/scorpion/scorpion-black"
"7","10d8+40","85","+2","Rot Grub Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/rot-grub/parasite-rot-grub-swarm"
"3","4d8+16","34","+1","Rot Grub, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/rot-grub/parasite-rot-grub-giant"
"2","3d12+3","22","+3","Dragon, Faerie","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-faerie-tohc"
"5","2d8+3d6+18","38","+6","Skeletal Mage","http://www.d20pfsrd.com/bestiary/monster-listings/undead/skeletal-mage"
"2","2d8+1d10+3","17","+7","Skeletal Champion Archer","http://www.d20pfsrd.com/bestiary/monster-listings/undead/skeletal-champion/skeletal-champion-archers"
"2","2d8+1d10+3","17","+5","Skeletal Champion","http://www.d20pfsrd.com/bestiary/monster-listings/undead/skeletal-champion"
"2","4d6+4","18","+3","Skin Stealer","http://www.d20pfsrd.com/bestiary/monster-listings/fey/skin-stealer"
"5","8d10+8","52","+3","Siren","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/siren"
"18","24d10+192","324","+7","Simurgh","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/simurgh"
"11","15d10+30","112","+6","Robot, Myrmidon","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-myrmidon"
"4","4d10+20","42","+1","Robot, Gearsman","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-gearsman"
"16","20d10+60","170","+6","Robot, Annihilator","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-annhiliator"
"7","10d8+30","75","+1","Riverswell Spirit","http://www.d20pfsrd.com/bestiary/monster-listings/undead/riverswell-spirit"
"8","6d10+30","63","+6","Riptide Horror","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/riptide-horror"
"15","15d8+150","217","+12","Riftcreeper","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/riftcreeper"
"6","9d8+36","76","+7","Revenant","http://www.d20pfsrd.com/bestiary/monster-listings/undead/revenant"
"5","6d8+36","63","+1","Seahorse, Killer","http://www.d20pfsrd.com/bestiary/monster-listings/animals/seahorse-killer"
"3","4d8+12","30","+2","Seahorse, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/seahorse-giant"
"9","16d8+48","120","+6","Roc","http://www.d20pfsrd.com/bestiary/monster-listings/animals/roc"
"16","20d10+180","290","-2","Oma","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/oma"
"5","6d10+24","57","+8","Oni, Yamabushi Tengu","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-yamabushi-tengu"
"16","20d10+120","230","+3","Oni, Wind Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-wind-yai"
"18","22d10+176","297","+7","Oni, Water Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-water-yai"
"20","23d10+253","379","+6","Oni, Void Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-void-yai"
"2","3d10+3","19","+8","Oni, Spirit Oni","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-spirit-oni"
"8","8d10+48","92","+7","Oni, Ogre Mage","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-ogre-mage"
"4","5d10+15","42","+3","Oni, Kuwa","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-kuwa"
"5","6d10+24","57","+2","Oni, Ja Noi","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-ja-noi"
"14","16d10+112","200","+2","Oni, Ice Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-ice-yai"
"15","17d10+136","229","+7","Oni, Fire Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-fire-yai"
"13","16d10+96","184","+6","Oni, Earth Yai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-earth-yai"
"11","14d10+70","147","+5","Oni, Atamahuta","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-atamahuta"
"3","5d8+5","27","+4","Pond Drinker","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/pond-drinker"
"1/2","1d8","4","+2","Mosquito, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mosquito-giant-TOHC"
"6","13d8+13","71","+2","Mosquito Swarm, Bloodhaze","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mosquito-swarm/mosquito-swarm-bloodhaze"
"3","7d8","31","+1","Mosquito Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mosquito-swarm"
"6","8d8+24","60","+7","Mosquito, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mosquito-giant"
"3","4d8+12","30","+1","Mantis, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mantis/giant-mantis"
"11","16d8+80","152","+4","Mantis, Deadly","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mantis-deadly"
"14.","16d8+144","216","+1","Deadly Mantis","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mantis/giant-mantis/deadly-mantis"
"2","4d8","18","+2","Locust Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/swarm-locust"
"5","10d8+30","75","+0","Lobster, Monstrous","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/lobster-monstrous-pfu"
"4","6d8+12","39","+4","Leech Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/leech/leech-swarm"
"2","3d8+6","19","+1","Leech, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/leech/leech-giant-TOHC"
"2","3d8+6","19","+1","Leech, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/leech/giant-leech"
"11","16d8+32","104","+1","Jellyfish, Monstrous Sea Wasp (Gargantuan)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-gargantuan"
"7","8d8+16","52","+1","Jellyfish, Monstrous Sea Wasp (Huge)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-huge"
"3","4d8+4","22","+1","Jellyfish, Monstrous Sea Wasp (Large)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-large"
"8","9d12+45","103","+6","Dragon, Aeetes'","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-aeetes-cnv"
"12","13d12+65","149","+5","Draghul","http://www.d20pfsrd.com/bestiary/monster-listings/undead/draghul"
"9","11d12+44","115","+2","Dracolisk","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dracolisk-tohc"
"3","4d8+4","22","+2","Silver Bells","http://www.d20pfsrd.com/bestiary/monster-listings/plants/silver-bells"
"1/3","1d10+2+1","8","+2","Silid","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/silid"
"5","2d8+2","11","+0","Shrieker, Singing","http://www.d20pfsrd.com/bestiary/monster-listings/plants/shrieker/shrieker-singing"
"3","2d8+2","11","+0","Shrieker, Mindstab Fungus","http://www.d20pfsrd.com/bestiary/monster-listings/plants/shrieker/shrieker-mindstab-fungus"
"1","2d8+2","11","+0","Shrieker","http://www.d20pfsrd.com/bestiary/monster-listings/plants/shrieker"
"2","3d10+3","19","+6","Shocker Lizard","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shocker-lizard"
"4","5d10+20","47","+5","Shobhad","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/shobhad"
"7","7d10+30","68","+9","Ship Sentinel","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-ship"
"12","16d10+64","152","+7","Shining Child","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shining-child"
"17","22d10+154","275","+9","Shinigami","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shinigami"
"2","3d10+6","22","+2","Shikigami","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shikigami"
"12","17d8+51","127","+3","Shenzuzhou","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shenzuzhou"
"3","3d8+12","25","+3","Fungus, Sheet","http://www.d20pfsrd.com/bestiary/monster-listings/plants/fungus-sheet"
"10","14d10+70","147","+5","Shedu, Greater (3pp) 2","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shedu-TOHC/shedu-greater-TOHC"
"7","9d10+27","76","+5","Shedu (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shedu-TOHC"
"11","15d10+55","137","+7","Retriever","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/retriever"
"3","3d10+6","22","+2","Retch Hound","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/retch-hound"
"6","8d10+16+8","68","+6","Renzer","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/renzer"
"7","9d10+45","94","+1","Remorhaz","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/remorhaz"
"13","16d10+30","118","+1","Guardian, Reliquary","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/guardian-reliquary"
"4","5d10+15","42","+2","Reigon","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/reigon"
"14","12d10+84","161","+5","Red Sun (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/red-sun-kp"
"13","16d10+96","184","-2","Red Reaver","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/red-reaver"
"10","15d8","67","+8","Red Jester","http://www.d20pfsrd.com/bestiary/monster-listings/undead/red-jester"
"2","1d6+1","4","+8","Redcap (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/redcap-TOHC"
"6","8d6+32","60","+8","Redcap","http://www.d20pfsrd.com/bestiary/monster-listings/fey/redcap"
"11","15d10+60","142","+5","Razor Boar","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/razor-boar"
"1/6","1d8-1","3","+3","Rabbit","http://www.d20pfsrd.com/bestiary/monster-listings/animals/rabbit"
"1/3","1d8","4","+3","Pterosaur, Rhamphorhynchus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/pterosaur/pterosaur-rhamphorhynchus"
"7","11d8+33","82","+7","Pterosaur, Quetzalcoatlus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/pterosaur/pterosaur-quetzalcoatlus"
"3","5d8+10","32","+8","Pterosaur, Pteranodon","http://www.d20pfsrd.com/bestiary/monster-listings/animals/pterosaur/pterosaur-pteranodon"
"1","2d8+2","11","+3","Pterosaur, Dimorphodon","http://www.d20pfsrd.com/bestiary/monster-listings/animals/pterosaur/pterosaur-dimorphodon"
"7","10d10+30","85","+6","Oil Shark","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/oil-shark"
"1","2d8+4","13","+0","Ogrillon","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/ogrillon"
"1","2d8+4","13","+0","Ogren","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/ogren"
"2","2d10+10","25","+5","Ogrekin (Half-Ogre)","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/ogrekin-half-ogre"
"3","4d8+16","34","-1","Ogre, Degenerate","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/ogre/ogre-degenerate"
"3","4d8+12","30","-1","Ogre","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/ogre"
"4","6d10+18","51","+1","Ocean Lion","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ocean-lion"
"9","12d10+30","96","+0","Obsidian Minotaur","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/obsidian-minotaur"
"1","1d8+1","5","+1","Jellyfish, Monstrous Sea Wasp (Medium)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-medium"
"1/2","1d8+1","5","+1","Jellyfish, Monstrous Sea Wasp (Small)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-small"
"1/4","1d8","4","+1","Jellyfish, Monstrous Sea Wasp (Tiny)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-tiny"
"11","12d8+84","138","+4","Jellyfish, Sapphire","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/jellyfish-sapphire"
"2","3d8","13","+1","Jellyfish, Monstrous","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/jellyfish-monstrous"
"6","12d8","54","+1","Jellyfish Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/jellyfish-swarm"
"7","9d8+54","94","+2","Jellyfish, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/jellyfish-giant"
"1","2d8+6","15","+3","Jellyfish, Death's Head","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/jellyfish-death-s-head"
"1/8","1d8+2","6","-1","Isopod, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/isopod-giant"
"3","4d8+8","26","+2","Horsefly, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/horsefly-giant"
"5","7d8+14","45","+1","Hornet, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/hornet-giant"
"8","12d8+36","90","+10","Hellwasp Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/swarm-hellwasp"
"1","2d10","11","+2","Doppelrat","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/doppelrat-kp"
"4","5d10+15","42","+5","Bat, Doombat","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/bat-doombat"
"6","9d10+27","76","+5","Shedu (3pp) 2","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shedu-ff"
"9","11d10+55","115","+7","Shedu","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shedu"
"8","11d10+44","104","+3","Shantak","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shantak"
"6","9d8+27","67","+0","Shambling Mound","http://www.d20pfsrd.com/bestiary/monster-listings/plants/shambling-mound"
"9","12d8+36","90","+0","Fetid Spore Mound","http://www.d20pfsrd.com/bestiary/monster-listings/plants/fetid-spore-mound"
"4","4d10+16","38","+6","Shae","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shae"
"6","6d10+18","51","+8","Shadow Mastiff, Unseelie","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shadow-mastiff/shadow-mastiff-unseelie"
"5","6d10+18","51","+6","Shadow Mastiff","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/shadow-mastiff"
"8","14d8+28","91","+6","Rawbones","http://www.d20pfsrd.com/bestiary/monster-listings/undead/rawbones"
"22","27d8+216","337","+3","Ravener, Red Dragon (Wyrm)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/ravener/ravener-red-wyrm"
"19","23d8+184","287","-1","Ravener, Green Dragon (Ancient)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/ravener/ravener-green-ancient"
"9","14d8+28+14","105","+6","Swarm, Raven, Undead","http://www.d20pfsrd.com/bestiary/monster-listings/undead/swarm-raven-undead-tohc"
"20","30d10+300+30","495","+5","Ravager Spawn","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ravager-spawn-fgg"
"30","35d10+630+35","857","+7","Ravager","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ravager-fgg"
"2","3d10+3","19","+2","Ratling","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ratling"
"1/3","1d8","8","+2","Ratfolk","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/ratfolk"
"5","6d10+18","51","+5","Rast","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rast"
"15","18d10+126","225","+3","Rakshasa, Tataka","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-tataka"
"2","3d10+6","22","+3","Rakshasa, Raktavarna","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-raktavarna"
"8","9d10+45","94","+5","Rakshasa, Marai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-marai"
"20","20d10+200","310","+13","Rakshasa, Maharaja","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-maharaja"
"5","6d10+18","51","+4","Rakshasa, Dandasuka","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-dandasuka"
"3","3d6+6","16","+1","Oakman","http://www.d20pfsrd.com/bestiary/monster-listings/fey/oakman"
"10","16d8+48","120","+6","Helix Moth, Mature","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/helix-moth-mature"
"6","10d8+10","55","+0","Helix Moth, Larva","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/helix-moth-larva"
"5","7d8+21","52","+0","Hellgrammite, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/hellgrammite-giant"
"2","3d10+3","22","+1","Shadow Hunter Hatchling","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shadow-hunter-hatchling-fgg"
"8","8d10+32","76","+2","Shadow Hunter","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/shadow-hunter-fgg"
"8","9d8+18","58","+5","Shadow, Greater, Unhallowed","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-greater-unhallowed"
"3","4d8+8","26","+6","Shadow, Wolf","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-wolf-tohc"
"4","6d8+12","39","+6","Shadow, Rat (Swarm)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-rat/swarm-shadow-rat"
"1/2","1d8+1","3","+2","Shadow, Rat","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-rat"
"1/2","1d8+2","6","+2","Shadow, Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-lesser"
"8","9d8+18","58","+5","Shadow, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-greater"
"1","1d8+3","7","+3","Shadow, Rat (Dire)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow/shadow-rat/rat-shadow-dire"
"3","3d8+6","19","+2","Shadow","http://www.d20pfsrd.com/bestiary/monster-listings/undead/shadow"
"4","5d10+20","47","+5","Serpentfolk, Degenerate","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk/degenerate-serpentfolk"
"4","5d10+15","42","+9","Serpentfolk","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk"
"8","10d10+20","75","+0","Guardian, Sepulchral","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/guardian-sepulchral"
"10","12d10+48","114","+7","Sepia Snake","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sepia-snake"
"8","10d10+40","95","+3","Sentinel Hut","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/sentinel-hut"
"5","6d10+12","45","+7","Selkie","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/selkie"
"13","16d10+96","184","+2","Seaweed Siren","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/siren-seaweed"
"7","10d8+50","95","+5","Walrus (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/walrus-ap"
"1","2d8+4","13","+2","Seal, Sea Lion","http://www.d20pfsrd.com/bestiary/monster-listings/animals/seal-sea-lion-ap"
"2","3d8+9","22","+0","Seal, Elephant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/seal-elephant-ap"
"10","10d10+60","115","+9","Rakshasa, Common","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/rakshasa/rakshasa-common"
"1","2d10+2","13","+2","Rakklethorn Toad","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/rakklethorn-toad"
"7","16d8+16","88","+1","Rajput Ambari","http://www.d20pfsrd.com/bestiary/monster-listings/undead/rajput-ambari"
"5","6d10+18","51","+8","Raiju, Kaenju","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/raiju/raiju-kaenju"
"5","6d10+18","51","+8","Raiju","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/raiju"
"9","11d10+55","115","+7","Raggoth","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/raggoth"
"8","10d8+60","105","+2","Primate, Ape, Megaprimatus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/primates/primate-ape-megaprimatus"
"1","3d8+3","16","+2","Fly, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fly-giant-TOHC"
"1/2","1d8+3","7","-1","Maggot, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fly-giant/maggot-giant"
"1","2d8+6","15","+3","Fly, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fly-giant"
"1/2","1d8+1","5","+4","Flea, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/flea-giant-tohc"
"1/2","1d8+1","5","+2","Fire Crab, Small","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fire-crab-small-fgg"
"4","5d10+5+5","37","+3","Dlurgraven","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dlurgraven"
"15","18d10+108","207","+9","Herald of the Demon Queen","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-the-demon-queen"
"15","17d10+119","212","+16","The Stabbing Beast","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/the-stabbing-beast"
"15","15d10+120","202","+7","The Prince in Chains","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/the-prince-in-chains"
"15","17d10+85","178","+10","The Old Man","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/the-old-man"
"15","15d10+120","202","+9","Herald of Passion","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-passion"
"15","18d10+126","225","+2","The Grim White Stag","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/the-grim-white-stag"
"15","17d10+102","195","+12","Herald of Freedom","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-freedom"
"15","15d10+105","187","+8","Sunlord","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/sunlord"
"15","19d10+95","199","+7","Steward of the Skein","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/steward-of-the-skein"
"15","16d10+96","184","+4","Spirit of Adoration","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-spirit-of-adoration"
"15","17d10+102","195","+16","Personification of Fury","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/personification-of-fury"
"15","18d10+108","207","+10","Herald of Dreams","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/night-monarch"
"15","20d10+120","230","+8","Sea Spider, Pelagos","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sea-spider/sea-spider-pelagos"
"11","15d10+60","142","+7","Sea Spider","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sea-spider"
"9","12d12+24","102","+10","Sea Serpent, Spitting","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-spitting"
"25","38d12+380+38","665","+5","Sea Serpent, Shipbreaker","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-shipbreaker"
"5","5d12+15+5","52","+4","Sea Serpent, Gilded","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-gilded"
"6","8d12+24","76","+1","Sea Serpent, Fanged","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-fanged"
"22","24d12+168","324","+5","Sea Serpent, Deep Hunter","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-deep-hunter"
"14","16d12+64+16","184","+6","Sea Serpent, Brine","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-brine"
"8","11d8+55","104","+3","Quickwood (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/plants/quickwood-TOHC"
"8","10d8+50","95","+3","Quickwood","http://www.d20pfsrd.com/bestiary/monster-listings/plants/quickwood"
"3","4d6","14","+7","Quickling (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/quickling-TOHC"
"3","4d6+4","18","+7","Quickling","http://www.d20pfsrd.com/bestiary/monster-listings/fey/quickling"
"18","20d10+180","290","+12","Qlippoth, Thulgant","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-thulgant"
"7","7d10+42","80","+7","Qlippoth, Shoggti","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-shoggti"
"10","10d10+70","125","+5","Qlippoth, Nyogoth","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-nyogoth"
"20","24d10+240","372","-1","Qlippoth, Iathavos","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-lathavos"
"11","11d10+77","137","+10","Qlippoth, Gongorinan","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-gongorinan"
"2","3d10","16","+1","Qlippoth, Cythnigot","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-cythnigot"
"12","12d10+84","150","+4","Qlippoth, Chernobue","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-chernobue"
"14","14d10+126","203","+3","Qlippoth, Augnagar","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-augnagar"
"2","3d8+6","19","+1","Fire Crab, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fire-crab-medium-fgg"
"1/2","1d8","4","+2","Fire Crab, Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fire-crab-lesser"
"3","4d8 +12","30","+0","Fire Crab, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/fire-crab-greater"
"3","5d8+5","27","+2","False Spider, Solifugid","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/false-spider-solifugid"
"2","2d8+2","11","+2","False Spider, Pedipalp","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/false-spider-pedipalp"
"15","18d8+108","189","+11","Mother's Maw","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/mother-s-maw"
"15","18d10+78","177","+1","Herald of Law","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/lawgiver"
"15","22d8+110+22","231","+3","Herald of Tsathogga","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-tsathogga"
"15","18d10+126","225","+7","Herald of Armageddon","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-armageddon"
